Año	Mes	Dia	Hora	Min	Seg	Lat	Lon	Profundidad	Magnitud
2006	3	29	4	25	10,9	-33,901	-70,781	79,9	2
2006	3	29	13	46	35,3	-31,845	-70,690	106,5	2,6
2006	3	30	9	59	6,4	-31,273	-69,137	154,5	3,8
2006	3	30	17	8	17,8	-33,019	-70,369	101,2	2,9
2006	3	30	17	35	26,5	-33,420	-70,321	95,8	2,6
2006	3	31	12	41	19,7	-33,032	-70,297	98,5	2,4
2006	4	1	12	8	35,2	-31,981	-71,608	32	3,3
2006	4	1	15	40	36,5	-32,492	-70,989	59,2	2,4
2006	4	2	21	26	16,6	-29,767	-71,261	42,4	4,1
2006	4	3	11	44	26	-32,102	-71,816	37,4	3,2
2006	4	3	16	18	46,3	-33,316	-70,078	106,2	2,3
2006	4	4	13	15	10,3	-31,828	-69,692	128,3	2,8
2006	4	5	1	34	20	-32,192	-70,505	117,7	4,9
2006	4	5	7	31	35,4	-32,833	-71,029	59,5	2,9
2006	4	5	18	17	58,5	-32,715	-71,675	6,6	3,2
2006	4	6	9	45	52,6	-30,219	-70,814	80,5	3,7
2006	4	6	11	13	55,7	-33,985	-71,377	44,7	2,7
2006	4	6	22	11	49	-32,259	-70,642	81,9	2,5
2006	4	7	17	12	27,7	-32,757	-70,893	67,4	2,6
2006	4	7	21	41	48,4	-33,150	-70,255	4,2	3,3
2006	4	8	3	42	38,7	-32,685	-71,523	15	3,2
2006	4	9	3	35	30,4	-31,367	-69,056	150	4,1
2006	4	9	4	3	1,6	-33,690	-71,065	70,4	2,1
2006	4	9	23	59	5,9	-33,205	-70,119	101,9	2,7
2006	4	10	7	59	11,5	-31,561	-72,087	33,3	4
2006	4	10	9	32	36,5	-31,810	-71,560	62,3	3,2
2006	4	10	13	15	58,6	-30,704	-69,230	150	3,9
2006	4	11	11	36	55,1	-29,263	-71,150	80	3,5
2006	4	11	14	44	23,8	-32,545	-71,681	14,2	3,5
2006	4	11	16	37	37,5	-31,745	-71,829	35	4,3
2006	4	13	6	4	12,5	-31,259	-71,741	10,5	3,8
2006	4	13	14	39	35,4	-33,821	-69,762	140,6	3
2006	4	13	19	23	54,1	-31,998	-70,016	114,3	3
2006	4	13	20	20	50,3	-30,820	-71,968	46	3,6
2006	4	14	5	22	8	-31,999	-71,180	6,9	3,5
2006	4	14	9	24	20	-31,937	-70,087	121,2	2,9
2006	4	15	1	39	20,6	-31,601	-69,682	141,5	3,1
2006	4	15	7	48	30,2	-31,066	-71,643	60,2	3
2006	4	15	14	42	13	-31,003	-71,749	42,4	5,2
2006	4	15	15	52	37,6	-32,686	-72,019	39,3	3,5
2006	4	15	21	53	14,9	-31,513	-70,622	21,8	3,6
2006	4	16	3	3	23,4	-29,649	-72,074	35,6	3,7
2006	4	16	4	4	59,3	-29,601	-72,224	30,1	4,2
2006	4	16	9	53	18,1	-29,684	-72,072	25	3,9
2006	4	16	17	33	2,5	-31,027	-71,237	63,7	3,3
2006	4	17	5	18	41,4	-29,680	-72,035	40	4,5
2006	4	20	19	12	25,5	-31,041	-71,958	25,2	3,6
2006	4	20	23	24	15,7	-33,837	-70,588	94,3	3
2006	4	21	10	36	39,2	-28,393	-71,006	33,3	3,5
2006	4	21	19	7	44,6	-32,736	-70,037	110,1	3,8
2006	4	21	19	46	1,5	-33,134	-70,232	3	3
2006	4	22	20	59	55,2	-33,145	-70,230	1,7	3,2
2006	4	23	5	54	12,8	-32,629	-71,746	15	3
2006	4	24	15	41	30,5	-30,174	-71,452	66	3,7
2006	4	25	7	37	12,5	-33,285	-71,199	59,9	2,7
2006	4	25	14	41	21	-32,413	-71,124	62,1	3,7
2006	4	25	16	51	39,5	-32,684	-70,902	67,8	2,9
2006	4	25	20	30	2,6	-33,142	-70,252	1,5	3,6
2006	4	28	20	31	15,5	-33,145	-70,244	3,3	3,1
2006	5	1	19	6	40,6	-31,595	-69,897	121,5	2,6
2006	5	2	9	5	6,4	-29,634	-72,073	32	3,6
2006	5	3	4	59	42,9	-33,481	-70,623	89,4	2,6
2006	5	3	14	48	25,8	-29,876	-71,599	25	3,4
2006	5	3	18	24	10,5	-31,700	-70,090	144,5	3,1
2006	5	4	5	1	58,6	-30,905	-71,717	54,3	3,3
2006	5	4	6	0	48,8	-31,825	-70,162	116,6	3,2
2006	5	4	15	45	3	-32,566	-71,541	46,9	3,5
2006	5	4	17	8	55	-33,619	-70,105	7,2	2,8
2006	5	4	19	37	11,7	-32,805	-71,624	15,2	2,1
2006	5	5	13	56	30,1	-32,624	-71,538	14,8	2,8
2006	5	5	19	28	50,8	-33,049	-70,627	84,7	2,3
2006	5	8	4	50	37,1	-31,022	-71,486	45,9	3,8
2006	5	9	9	2	25,3	-32,438	-69,835	120	5,4
2006	5	9	16	21	47,4	-30,956	-71,553	30,9	2,7
2006	5	10	3	37	20,2	-30,905	-70,461	94,1	2,7
2006	5	11	9	23	38,4	-29,161	-70,115	122,3	3,2
2006	5	11	16	35	28,9	-30,816	-71,340	47,9	2,7
2006	5	12	9	17	53,5	-32,024	-71,384	40,5	3
2006	5	12	11	22	19,3	-32,040	-71,293	33,1	2,1
2006	5	13	10	8	22,9	-32,021	-69,576	137,7	3
2006	5	13	14	47	8	-32,702	-71,726	15,3	2,7
2006	5	13	21	26	20,4	-33,168	-70,269	7,9	2
2006	5	14	0	8	51,2	-32,963	-72,060	18,6	2,6
2006	5	14	1	19	3,7	-32,972	-72,047	15	2,2
2006	5	14	18	27	45,1	-31,006	-71,222	53,5	2,3
2006	5	15	0	33	31	-31,683	-69,031	146,2	3,1
2006	5	15	22	42	40,5	-31,906	-70,630	92,4	2,8
2006	5	17	4	19	1,8	-33,811	-71,360	50,9	2,2
2006	5	18	18	26	22,6	-32,467	-71,853	13,1	4,9
2006	5	18	20	43	58,8	-32,474	-71,824	26,8	2,5
2006	5	19	23	53	4,4	-30,190	-71,430	37,7	2,5
2006	5	20	11	56	46,8	-32,159	-71,670	32,8	2,1
2006	5	22	20	28	29,6	-28,111	-69,705	107,6	3,5
2006	5	23	11	3	1,2	-31,427	-70,685	92	2,9
2006	5	25	15	23	15,9	-31,715	-70,209	128,3	3,6
2006	5	26	1	41	9,4	-31,431	-71,653	8,3	2,5
2006	5	26	6	1	23,4	-33,988	-70,008	7,5	1,7
2006	5	26	18	42	32,8	-32,657	-71,779	31,9	3,9
2006	5	26	20	0	47,3	-32,658	-71,073	5,7	1,7
2006	5	26	20	21	25,4	-31,863	-70,016	121,3	2,8
2006	5	27	13	45	51,3	-30,473	-71,440	50,5	3,8
2006	5	28	16	33	52,8	-30,989	-71,320	58,4	3
2006	5	31	18	44	38,9	-33,562	-70,254	106,1	2,4
2006	6	3	0	59	49,5	-32,752	-70,613	42,5	2,2
2006	6	3	11	33	49,3	-29,748	-71,283	15,2	2,4
2006	6	4	9	0	56,7	-31,420	-69,098	145	3,3
2006	6	4	16	56	9,9	-32,757	-70,344	101,4	2,2
2006	6	4	23	4	22	-33,007	-71,104	45,7	1,9
2006	6	5	11	22	29,4	-31,043	-69,128	120,1	3,1
2006	6	5	13	52	12,4	-32,572	-71,596	17,8	1,9
2006	6	6	5	7	8	-30,099	-71,503	40,8	4,2
2006	6	7	20	5	39,5	-32,568	-71,105	14,9	3,1
2006	6	8	8	23	20,8	-32,646	-71,708	23	2,7
2006	6	8	18	58	3,7	-30,878	-72,836	34,5	3,8
2006	6	9	13	39	40,8	-30,892	-72,056	19	4,3
2006	6	11	4	26	14,8	-32,211	-71,725	9,7	3,5
2006	6	12	19	40	27,9	-28,492	-71,286	39	3,9
2006	6	12	23	17	2,4	-32,456	-71,807	9,5	2,9
2006	6	13	2	47	53,9	-33,543	-70,537	79,6	2,2
2006	6	13	15	36	22,6	-32,803	-71,726	15	2,5
2006	6	14	17	5	32,8	-32,455	-71,901	35,1	2,3
2006	6	15	11	50	28,8	-32,611	-71,259	50,7	2,2
2006	6	15	14	21	49,7	-33,633	-70,404	22,5	2,1
2006	6	15	20	23	50	-33,579	-69,992	3,9	1,8
2006	6	16	18	33	22,6	-30,377	-71,411	45,8	4,1
2006	6	16	21	37	40,4	-31,782	-69,977	154,3	3,7
2006	6	18	4	39	28,3	-30,882	-71,661	10,5	3,3
2006	6	18	17	16	28,8	-32,958	-71,353	44,2	2,3
2006	6	18	19	39	56,1	-33,450	-71,641	47,1	3,3
2006	6	19	7	29	15,8	-31,991	-69,929	152,1	2,8
2006	6	19	8	13	3,3	-32,677	-71,761	15	2,2
2006	6	19	12	31	11,6	-32,553	-69,107	9,4	3,3
2006	6	20	2	14	7,1	-32,919	-71,638	42	4,9
2006	6	20	17	50	39,1	-32,674	-71,790	29,4	2,7
2006	6	20	22	5	14,2	-33,340	-70,126	111,5	2,5
2006	6	20	23	40	25,4	-33,716	-70,877	83,7	2,1
2006	6	21	3	1	26,6	-32,767	-71,237	47	2,7
2006	6	21	12	55	19,7	-32,649	-71,497	15,7	2,1
2006	6	21	18	14	9,7	-32,531	-70,802	95,5	2,4
2006	6	23	17	53	54,2	-33,165	-70,273	2,7	1,9
2006	6	24	10	16	51,4	-31,034	-71,538	71,8	3,4
2006	6	25	2	43	24,4	-33,949	-72,378	31,2	3,5
2006	6	25	3	32	46,1	-32,865	-73,001	20,2	2,8
2006	6	25	22	22	32,9	-32,916	-71,656	35,8	2,8
2006	6	26	12	6	2,2	-32,456	-71,807	14,8	2,4
2006	6	26	18	43	48,8	-32,148	-71,766	13	2,8
2006	6	26	19	1	16,4	-28,372	-70,403	53	3,8
2006	6	27	2	18	31,4	-33,670	-71,112	63,7	2,7
2006	6	28	9	27	13,5	-33,622	-70,065	9,5	2,9
2006	6	28	11	22	13	-28,073	-70,402	3,4	3
2006	6	28	12	32	41,8	-33,284	-72,294	2,8	2,3
2006	6	28	20	7	58	-33,129	-70,247	3,5	1,9
2006	6	30	6	16	3,3	-32,746	-70,123	105,3	2,2
2006	6	30	6	24	15,6	-32,390	-71,584	15	2,4
2006	7	1	7	14	6,5	-32,758	-71,736	15,3	2
2006	7	2	1	24	12,5	-29,320	-71,544	47,4	3,5
2006	7	2	7	26	25,7	-30,693	-71,636	40,8	2,4
2006	7	2	9	2	44,1	-33,334	-71,976	44,4	2,4
2006	7	3	15	42	24,8	-28,050	-71,178	45	4,3
2006	7	4	2	43	3,2	-31,110	-70,855	115,2	3
2006	7	4	10	2	35,4	-33,596	-70,173	110	2,4
2006	7	4	20	14	44,9	-29,589	-72,023	34,7	3,7
2006	7	6	16	7	3,8	-28,656	-71,285	35,7	3,4
2006	7	6	21	35	18,8	-30,971	-70,530	127,9	3,8
2006	7	7	8	4	59	-31,832	-70,496	114,5	3,3
2006	7	7	13	50	38,4	-28,596	-70,737	67	3,4
2006	7	8	4	35	22,6	-28,971	-71,463	8,9	3,3
2006	7	8	15	39	0,4	-33,533	-69,957	3,6	2,5
2006	7	10	5	57	49,1	-32,648	-71,759	28,6	2,4
2006	7	10	9	25	32,5	-33,845	-70,023	12,6	1,6
2006	7	10	16	20	50,5	-33,702	-71,576	45,3	2,6
2006	7	12	7	50	25,7	-33,985	-70,668	81,4	2,4
2006	7	12	21	42	0,8	-31,620	-71,704	31,9	3,6
2006	7	13	10	36	4,5	-32,611	-71,594	25	3,7
2006	7	13	23	13	55,2	-32,114	-70,010	118	3,4
2006	7	15	1	9	55,1	-28,901	-70,899	51,1	3,6
2006	7	15	1	31	50	-32,336	-69,709	116,9	3
2006	7	15	11	37	7,3	-33,231	-73,109	31,1	2,9
2006	7	15	14	34	27,4	-30,856	-71,641	70,9	4,7
2006	7	16	16	28	6,1	-28,729	-71,260	34,2	3,6
2006	7	17	0	4	23,9	-31,546	-71,312	51,4	2,8
2006	7	17	7	45	35,2	-28,732	-72,478	25	3,4
2006	7	17	16	40	7,4	-32,587	-71,809	32,6	2,4
2006	7	18	12	1	51,5	-32,656	-71,070	5,4	3,2
2006	7	19	1	3	1,3	-32,083	-71,796	35	2,3
2006	7	19	21	58	23,7	-32,476	-71,868	12,3	3,2
2006	7	19	22	48	45,1	-32,480	-71,896	25,3	2,3
2006	7	19	22	58	57	-32,465	-71,882	27,5	2,5
2006	7	20	20	23	56,5	-32,458	-71,864	12,2	2,6
2006	7	20	22	22	21,1	-32,453	-71,872	27,1	3,8
2006	7	20	22	26	10,9	-32,463	-71,858	24	2,8
2006	7	21	18	18	51,6	-32,497	-71,719	0	2,1
2006	7	22	5	22	2,2	-33,142	-70,840	76,8	2
2006	7	22	11	8	29,8	-33,884	-70,448	103,5	2,7
2006	7	23	17	45	17,6	-33,338	-70,129	5,4	2,1
2006	7	23	22	32	51,1	-31,779	-71,340	46,1	2,6
2006	7	24	3	19	55,7	-32,472	-69,837	119,7	3,1
2006	7	24	20	13	7,1	-28,830	-72,587	30	4,8
2006	7	24	23	37	33,4	-31,892	-70,569	93,7	2,5
2006	7	25	5	37	21,8	-31,452	-71,365	45,7	2,6
2006	7	26	6	26	0,9	-30,300	-71,596	25,8	3,9
2006	7	27	8	48	44	-33,438	-71,670	21,4	2,3
2006	7	28	8	32	28,8	-32,489	-71,810	13,4	2,9
2006	7	29	14	13	17,2	-30,902	-71,383	59,2	3,4
2006	7	30	5	46	35,6	-31,505	-69,109	150	3,1
2006	7	30	17	0	57,7	-31,300	-70,354	118,5	2,9
2006	7	31	21	59	53,1	-31,420	-71,660	10,4	2,9
2006	8	1	11	12	54,3	-32,915	-70,744	77,1	2,4
2006	8	1	18	51	0,6	-32,644	-71,710	41,5	2,7
2006	8	2	1	1	30,6	-32,417	-71,775	20,2	2,3
2006	8	2	1	1	29,2	-32,390	-71,934	19,8	3
2006	8	2	15	56	47,7	-31,213	-69,024	161	3,5
2006	8	2	21	43	10,1	-33,200	-71,173	57,2	2,4
2006	8	3	9	16	20,2	-33,583	-70,627	86,5	2,6
2006	8	3	22	3	51,9	-33,149	-70,252	4	1,7
2006	8	4	11	31	1,8	-31,582	-71,531	33,2	2,7
2006	8	5	2	23	51,6	-31,631	-71,672	32,7	2,8
2006	8	5	11	11	42,8	-33,974	-71,202	67,3	2,1
2006	8	5	19	5	15,4	-28,569	-72,485	80,3	3,5
2006	8	6	22	59	14,2	-30,099	-70,281	110	3,7
2006	8	9	0	30	52	-31,735	-70,354	127,4	3,9
2006	8	9	7	53	40,8	-29,088	-70,810	68,5	3,6
2006	8	11	7	1	32,4	-31,405	-69,666	141,8	3,5
2006	8	13	15	11	17,6	-30,789	-69,283	144,9	4,3
2006	8	14	4	3	18,3	-29,391	-71,688	67,1	3,5
2006	8	14	18	5	24,8	-33,158	-70,233	6,3	1,9
2006	8	15	6	48	22,9	-31,897	-70,846	102,7	4,8
2006	8	15	8	40	0,2	-33,495	-70,009	4,7	1,8
2006	8	15	11	13	44,9	-33,502	-70,013	4,7	1,8
2006	8	17	11	44	15,5	-28,836	-71,659	35,5	3,3
2006	8	18	0	5	57,6	-32,414	-71,668	14,9	3,2
2006	8	18	10	20	8,5	-33,896	-71,032	76	2,9
2006	8	19	7	25	44,5	-29,710	-71,966	41,2	3,5
2006	8	19	11	19	20	-31,515	-69,737	129,9	2,6
2006	8	19	18	14	51,9	-32,489	-71,673	27,4	3,2
2006	8	19	20	8	41,6	-29,687	-71,948	41,5	3,1
2006	8	19	22	40	51,5	-31,509	-69,703	146,4	3,2
2006	8	20	20	48	50,6	-31,443	-70,368	135,7	3,1
2006	8	21	7	47	28,3	-32,435	-70,783	78,2	2,9
2006	8	23	16	13	28,6	-32,661	-70,105	111,5	3,5
2006	8	24	1	23	31,8	-31,838	-69,675	142,9	4,1
2006	8	24	12	25	7,5	-31,335	-69,688	156,5	3,2
2006	8	24	23	26	26	-32,239	-71,691	22,7	2,3
2006	8	25	3	42	29,9	-29,181	-71,009	44,8	3,1
2006	8	25	6	55	36,4	-30,929	-71,559	37,3	2,9
2006	8	25	16	30	5	-31,791	-69,376	140,2	4,6
2006	8	25	18	33	48,6	-33,565	-70,646	82,7	2,6
2006	8	25	22	48	3,3	-33,967	-72,017	7,7	2,4
2006	8	27	5	57	12,6	-32,251	-71,808	10,9	2,8
2006	8	27	10	27	35	-31,883	-70,022	119	2,9
2006	8	27	17	29	1,7	-32,185	-71,819	37,5	2,3
2006	8	27	20	57	46	-29,523	-71,362	8,2	2,2
2006	8	28	3	36	6,5	-32,271	-71,348	47,6	2,5
2006	8	29	3	42	52,1	-30,793	-70,048	110	2,8
2006	8	29	14	22	50,5	-28,271	-70,656	55	2,7
2006	8	29	14	27	50,3	-29,651	-71,666	32,9	2,7
2006	8	29	23	19	13,5	-32,397	-70,653	82,3	2,4
2006	8	30	3	46	27,4	-33,889	-71,305	50,2	2,2
2006	8	30	5	3	42,6	-32,779	-71,718	15	2,4
2006	8	30	10	6	16,5	-30,319	-69,498	2,5	2,8
2006	8	30	16	53	1	-31,738	-69,536	145,1	2,7
2006	8	30	23	40	31	-30,082	-72,100	44,2	3,3
2006	8	31	2	44	29,5	-32,465	-71,229	68,8	2,4
2006	8	31	7	59	0,2	-32,711	-71,726	33,8	2,4
2006	8	31	10	29	58,2	-29,259	-71,320	65,2	2,7
2006	8	31	17	18	47,1	-33,487	-70,256	107,7	3,2
2006	9	1	7	51	11,9	-31,608	-71,671	29,4	2,8
2006	9	1	11	21	35,9	-33,871	-69,823	9,1	1,6
2006	9	2	7	30	53,4	-33,633	-70,650	13,7	1,6
2006	9	4	0	42	30,3	-30,912	-71,599	32,6	2,9
2006	9	4	19	59	56,3	-33,712	-72,576	36,9	3,3
2006	9	5	1	31	27,7	-33,644	-72,445	47,6	2,9
2006	9	5	7	2	57,6	-32,768	-70,094	103,1	2,9
2006	9	5	21	9	25,3	-33,144	-70,241	3,1	2
2006	9	5	21	19	50,7	-31,181	-69,085	150	3,3
2006	9	6	7	20	23,2	-31,808	-70,463	113,1	2,7
2006	9	6	13	56	20,2	-32,692	-71,831	31	3,2
2006	9	7	5	33	9,3	-29,130	-69,774	134,6	3,6
2006	9	8	19	27	37,1	-31,705	-71,634	30,3	2,8
2006	9	9	17	31	10,8	-32,644	-70,613	100,4	5,2
2006	9	11	4	25	8	-31,604	-69,798	130,3	2,7
2006	9	11	9	40	5,2	-29,367	-70,521	78,6	3,9
2006	9	12	2	30	36,4	-31,147	-71,220	56,9	2,6
2006	9	12	11	19	3,4	-32,986	-72,182	23,5	2,5
2006	9	12	12	23	33	-33,011	-72,169	32,5	3,3
2006	9	13	15	30	53,3	-33,029	-72,107	5,2	2,3
2006	9	13	17	38	52,5	-29,481	-71,498	17,1	2,8
2006	9	14	20	24	0,3	-32,482	-72,358	40,6	3
2006	9	14	23	29	8,5	-32,523	-70,133	112,1	2,9
2006	9	15	4	13	48,3	-31,162	-72,647	34,8	2,8
2006	9	16	4	24	54,8	-32,856	-70,292	98,3	3,1
2006	9	16	14	8	50,6	-31,536	-69,248	162,9	3,4
2006	9	16	22	32	15,9	-31,701	-69,690	140,5	2,8
2006	9	17	5	53	45,1	-31,776	-69,799	135,3	3,1
2006	9	17	14	43	37,2	-31,457	-69,625	139,6	3,3
2006	9	17	18	45	0,7	-31,539	-71,616	12,9	2,2
2006	9	18	9	34	44,9	-32,991	-72,193	15,1	3,3
2006	9	18	11	19	51	-32,467	-70,543	11,6	2,6
2006	9	18	22	33	0,7	-32,888	-72,355	36,4	4,2
2006	9	19	6	18	54,7	-32,907	-72,333	33,7	3,3
2006	9	19	6	44	2,2	-28,329	-70,486	85	3,8
2006	9	19	7	49	27,1	-33,020	-72,163	32,8	2,5
2006	9	19	10	34	39,4	-33,016	-72,261	15,3	2,4
2006	9	19	15	27	5	-32,316	-71,380	55	2,5
2006	9	19	19	8	58,7	-32,904	-72,390	33,4	3,3
2006	9	20	12	37	55,2	-33,168	-72,333	1,4	2,8
2006	9	20	21	12	20,4	-30,416	-71,399	42,3	3,1
2006	9	21	15	42	49,9	-33,493	-72,248	31,5	4,4
2006	9	21	18	21	34,9	-32,672	-71,622	10,3	2,8
2006	9	22	6	40	25,1	-30,420	-71,638	19,3	3
2006	9	22	13	40	11,2	-33,755	-70,829	77,1	2,5
2006	9	23	4	39	58,2	-32,668	-71,731	29,4	2
2006	9	23	13	44	48,2	-32,403	-71,442	45,1	2,5
2006	9	23	14	59	42,2	-33,223	-70,213	5	1,7
2006	9	24	9	4	36,2	-33,885	-72,437	44,4	4,4
2006	9	24	12	20	32,9	-32,197	-70,520	8,7	2,7
2006	9	24	14	44	50,1	-31,606	-71,927	24,2	3,8
2006	9	24	19	13	59,2	-28,540	-71,799	40,6	4,4
2006	9	26	10	22	22,8	-33,005	-71,631	33,4	2,7
2006	9	26	23	1	45,8	-32,463	-70,500	13,6	2,2
2006	9	27	16	17	53,2	-33,131	-69,880	118,4	2,6
2006	9	27	20	38	29,9	-31,949	-71,590	33,9	2,3
2006	9	30	7	18	35,9	-29,502	-71,478	27,9	3,2
2006	9	30	10	7	45,4	-31,045	-70,428	112,4	3,6
2006	9	30	11	44	34,7	-32,964	-72,264	25,7	3,1
2006	10	1	7	24	38,6	-31,936	-71,145	47,2	3,7
2006	10	1	7	32	52,9	-33,385	-71,317	51,8	1,8
2006	10	1	17	2	32,5	-30,207	-71,249	55,1	3,2
2006	10	1	23	55	26,5	-29,603	-71,190	48,5	3
2006	10	2	4	2	41	-32,126	-71,083	66,3	2,6
2006	10	3	3	29	12,1	-33,999	-70,521	107,5	2,4
2006	10	3	8	45	13,7	-32,291	-69,506	120,6	2,8
2006	10	3	23	37	16,2	-32,219	-71,756	30	2,9
2006	10	4	14	49	24,9	-33,668	-71,439	49,8	2,7
2006	10	5	1	32	18,3	-32,764	-70,986	67,7	2,4
2006	10	5	2	20	41,2	-29,744	-71,283	48,3	4,2
2006	10	6	11	41	38,9	-31,522	-69,418	107,6	2,8
2006	10	7	3	11	58,7	-30,541	-72,083	22,5	3,5
2006	10	8	4	27	36,2	-32,427	-71,689	15,1	2,5
2006	10	8	16	9	30,8	-30,628	-72,055	19,5	3,7
2006	10	9	16	21	15,4	-30,751	-71,674	32,8	2,9
2006	10	10	4	18	8	-28,850	-69,862	128,1	3,7
2006	10	11	9	58	38,9	-32,419	-71,639	43,4	3,1
2006	10	12	6	2	28,8	-33,621	-69,916	2	2
2006	10	12	6	49	6,5	-28,637	-71,542	33,2	4,3
2006	10	12	7	35	0,4	-28,677	-71,451	1,8	3,8
2006	10	12	12	39	9,9	-30,650	-71,802	39,9	3,9
2006	10	12	18	28	19,5	-31,488	-71,881	20,1	3,5
2006	10	12	18	41	16,2	-31,485	-71,628	14,2	3,4
2006	10	12	18	57	4,5	-31,391	-71,641	25,1	3
2006	10	12	19	6	50,8	-31,441	-71,643	6,3	2,8
2006	10	12	19	20	57,5	-31,367	-71,657	23	2,6
2006	10	12	19	47	1,5	-32,196	-69,764	109,5	2,6
2006	10	12	21	2	54,4	-31,372	-71,723	33,8	4,1
2006	10	12	21	49	41,4	-31,373	-71,563	24,3	3,1
2006	10	12	23	7	57,3	-31,350	-71,632	15	2,9
2006	10	12	23	34	7,8	-31,395	-71,710	25,6	3,3
2006	10	13	0	22	29	-31,438	-71,638	7,6	2,7
2006	10	13	1	47	36,4	-31,338	-71,736	23,9	3,5
2006	10	13	2	3	57,2	-31,347	-71,631	28,5	2,4
2006	10	13	3	39	24	-31,364	-71,732	28,4	3,3
2006	10	13	7	6	57,3	-31,451	-71,746	29,5	4,2
2006	10	13	8	8	40,7	-31,362	-71,597	27	3
2006	10	13	17	56	37,6	-31,426	-71,667	15	2,9
2006	10	13	19	4	2	-33,155	-70,288	4	2,1
2006	10	13	22	43	4,4	-31,403	-71,731	30,5	3,5
2006	10	14	2	24	31,2	-31,362	-71,632	10,7	2,9
2006	10	14	2	54	28	-30,411	-71,923	36,8	3,1
2006	10	14	9	4	28,8	-29,142	-69,420	115	4,5
2006	10	14	10	54	9,1	-31,476	-71,677	24,2	3,1
2006	10	14	15	30	30,2	-31,404	-71,609	22,2	2,3
2006	10	14	17	35	9,2	-31,984	-71,190	70	3,8
2006	10	14	21	14	17,3	-31,439	-71,702	28,4	2,9
2006	10	14	23	58	9,8	-31,443	-71,718	23,8	2,9
2006	10	15	1	44	57	-31,449	-71,697	10,4	3,4
2006	10	15	6	14	42,2	-31,486	-71,748	23,1	4,4
2006	10	15	7	1	51,5	-28,601	-70,665	95,8	4,7
2006	10	15	10	10	50,6	-31,418	-71,696	29,3	2,5
2006	10	15	21	4	1,4	-31,374	-71,642	17,9	2,6
2006	10	15	21	31	6,3	-31,350	-71,789	23,6	2,8
2006	10	15	22	33	36,4	-31,410	-71,715	10,9	2,9
2006	10	16	2	33	9,6	-31,410	-71,726	6	2,2
2006	10	16	2	38	54,6	-30,352	-71,433	43,9	2,3
2006	10	16	3	41	18,9	-31,488	-71,694	23	3,2
2006	10	16	7	24	19,7	-31,510	-71,621	28,5	2,9
2006	10	16	17	4	58,7	-31,532	-71,817	30,3	2,7
2006	10	17	1	26	22,4	-31,387	-69,320	116,2	3,2
2006	10	17	1	53	11,7	-31,429	-71,745	17,7	2,8
2006	10	17	2	20	54	-31,650	-71,743	26,7	3,3
2006	10	17	5	25	31	-31,381	-71,754	28,7	3
2006	10	17	17	5	23,9	-33,595	-70,313	11,8	2,6
2006	10	17	21	20	33	-32,723	-71,652	25,3	2,5
2006	10	17	21	52	49,8	-31,496	-71,917	18,8	2,3
2006	10	18	2	7	47,8	-32,617	-71,675	19,7	3,4
2006	10	18	6	31	34,8	-32,227	-71,738	34,1	2,3
2006	10	19	3	19	40,9	-31,130	-69,601	113,5	2,9
2006	10	19	9	59	21,2	-31,720	-71,504	33,7	3,1
2006	10	19	16	6	7,6	-29,925	-71,475	48,1	2,6
2006	10	20	3	53	1,9	-32,167	-71,776	9,7	2,8
2006	10	20	5	36	39,8	-31,367	-71,473	46,5	2,9
2006	10	20	21	36	22	-33,498	-70,036	8,2	2,2
2006	10	21	13	21	32,4	-31,423	-71,789	22,1	3
2006	10	21	14	23	11,1	-30,945	-71,621	62,7	2,8
2006	10	22	8	50	20,8	-32,616	-71,506	33,9	2,2
2006	10	23	5	41	10,3	-33,752	-72,110	6,3	2,1
2006	10	23	21	1	49,5	-30,873	-71,736	27,2	5,1
2006	10	23	21	43	10,8	-30,890	-71,682	28,6	3,9
2006	10	23	23	25	39,8	-31,512	-69,544	114,9	3,3
2006	10	24	5	1	35,8	-28,783	-71,434	32,7	3,4
2006	10	24	16	43	4,2	-33,248	-71,890	10,5	1,5
2006	10	24	19	12	48,5	-32,337	-71,810	15	3,3
2006	10	25	8	33	23,9	-29,561	-71,988	37,7	3,8
2006	10	25	13	52	53,3	-29,206	-70,415	91,2	3,5
2006	10	26	19	48	46,6	-28,105	-70,991	0,4	4,2
2006	10	26	22	7	10,6	-30,269	-71,587	31	3,4
2006	10	27	0	47	13,6	-31,434	-71,743	22,5	3
2006	10	27	19	43	35,6	-30,917	-71,344	62,4	2,5
2006	10	28	1	28	44,6	-32,321	-71,808	11,2	3,1
2006	10	28	17	35	40,9	-31,779	-71,400	65,5	2,8
2006	10	30	7	45	54,6	-32,120	-71,653	27,3	4,1
2006	10	30	16	57	21,5	-32,833	-71,037	61,5	2
2006	10	30	23	33	15,4	-32,342	-71,459	46,9	2,4
2006	11	1	17	54	39,3	-29,074	-71,617	3,9	3,3
2006	11	1	18	19	48,6	-32,192	-71,462	45,3	3
2006	11	2	2	0	49	-32,781	-72,926	21,3	2,8
2006	11	2	8	10	11,8	-29,785	-71,269	73,2	3,9
2006	11	2	20	27	46	-28,372	-69,800	69,9	2,9
2006	11	3	0	10	38,8	-30,787	-71,258	49,5	3,1
2006	11	3	20	15	54,6	-28,999	-71,262	57	3,2
2006	11	3	20	28	44,8	-31,694	-70,147	110,2	2,7
2006	11	4	0	31	10,3	-32,039	-71,543	38,8	2,3
